No.,Time,Source,Destination,Protocol,Length,Type,Duration,,,Total Duration
44211,1518.448866,10.8.0.117,147.32.83.230,TCP,1400,out,0.000315 ,,,
44212,1518.449036,147.32.83.230,10.8.0.117,TCP,52,in,0.000170 ,,,
44213,1518.449129,10.8.0.117,147.32.83.230,TCP,1400,out,0.000093 ,,,
44214,1518.449481,10.8.0.117,147.32.83.230,TCP,1400,out,0.000352 ,,,
44215,1518.449521,147.32.83.230,10.8.0.117,TCP,52,in,0.000040 ,,,
44216,1518.449821,10.8.0.117,147.32.83.230,TCP,1400,out,0.000300 ,,,
44217,1518.450157,10.8.0.117,147.32.83.230,TCP,1400,out,0.000336 ,,,
44218,1518.4502,147.32.83.230,10.8.0.117,TCP,52,in,0.000043 ,,,
44219,1518.450542,10.8.0.117,147.32.83.230,TCP,1400,out,0.000342 ,,,
44220,1518.450944,10.8.0.117,147.32.83.230,TCP,1400,out,0.000402 ,,,
44221,1518.451155,147.32.83.230,10.8.0.117,TCP,52,in,0.000211 ,,,
44222,1518.451232,10.8.0.117,147.32.83.230,TCP,1400,out,0.000077 ,,,
44223,1518.451676,147.32.83.230,10.8.0.117,TCP,52,in,0.000444 ,,,
44224,1518.451713,10.8.0.117,147.32.83.230,TCP,1400,out,0.000037 ,,,
44225,1518.451993,10.8.0.117,147.32.83.230,TCP,1400,out,0.000280 ,,,
44226,1518.452355,10.8.0.117,147.32.83.230,TCP,1400,out,0.000362 ,,,
44227,1518.452396,147.32.83.230,10.8.0.117,TCP,52,in,0.000041 ,,,
44228,1518.452742,10.8.0.117,147.32.83.230,TCP,1400,out,0.000346 ,,,
44229,1518.453099,10.8.0.117,147.32.83.230,TCP,1400,out,0.000357 ,,,
44230,1518.453147,147.32.83.230,10.8.0.117,TCP,52,in,0.000048 ,,,
44231,1518.453451,10.8.0.117,147.32.83.230,TCP,1400,out,0.000304 ,,,
44232,1518.453752,10.8.0.117,147.32.83.230,TCP,1400,out,0.000301 ,,,
44233,1518.453856,147.32.83.230,10.8.0.117,TCP,52,in,0.000104 ,,,
44234,1518.454161,10.8.0.117,147.32.83.230,TCP,1400,out,0.000305 ,,,
44235,1518.454479,10.8.0.117,147.32.83.230,TCP,1400,out,0.000318 ,,,
44236,1518.454518,147.32.83.230,10.8.0.117,TCP,52,in,0.000039 ,,,
44237,1518.454824,10.8.0.117,147.32.83.230,TCP,1400,out,0.000306 ,,,
44238,1518.455149,10.8.0.117,147.32.83.230,TCP,1400,out,0.000325 ,,,
44239,1518.455444,147.32.83.230,10.8.0.117,TCP,52,in,0.000295 ,,,
44240,1518.455514,10.8.0.117,147.32.83.230,TCP,1400,out,0.000070 ,,,
44241,1518.455906,147.32.83.230,10.8.0.117,TCP,52,in,0.000392 ,,,
44242,1518.45594,10.8.0.117,147.32.83.230,TCP,1400,out,0.000034 ,,,
44243,1518.456269,10.8.0.117,147.32.83.230,TCP,1400,out,0.000329 ,,,
44244,1518.456676,147.32.83.230,10.8.0.117,TCP,52,in,0.000407 ,,,
44245,1518.456709,10.8.0.117,147.32.83.230,TCP,1400,out,0.000033 ,,,
44246,1518.457043,10.8.0.117,147.32.83.230,TCP,1400,out,0.000334 ,,,
44247,1518.457462,147.32.83.230,10.8.0.117,TCP,52,in,0.000419 ,,,
44248,1518.457495,10.8.0.117,147.32.83.230,TCP,1400,out,0.000033 ,,,
44249,1518.45788,10.8.0.117,147.32.83.230,TCP,1400,out,0.000385 ,,,
44250,1518.458255,147.32.83.230,10.8.0.117,TCP,52,in,0.000375 ,,,
44251,1518.458266,10.8.0.117,147.32.83.230,TCP,1268,out,0.000011 ,,,
44252,1518.707752,147.32.83.230,10.8.0.117,TCP,52,in,0.249486 ,,,
44253,1519.083338,10.8.0.117,147.32.83.230,TCP,52,out,0.375586 ,,,
44254,1519.083784,147.32.83.230,10.8.0.117,TCP,52,in,0.000446 ,,,
44255,1519.835282,10.8.0.117,147.32.83.230,TCP,52,out,0.751498 ,,,
44256,1519.835689,147.32.83.230,10.8.0.117,TCP,52,in,0.000407 ,,,
44257,1521.343115,10.8.0.117,147.32.83.230,TCP,52,out,1.507426 ,,,
44258,1521.343505,147.32.83.230,10.8.0.117,TCP,52,in,0.000390 ,,,
44259,1524.35946,10.8.0.117,147.32.83.230,TCP,52,out,3.015955 ,,,
44260,1524.359856,147.32.83.230,10.8.0.117,TCP,52,in,0.000396 ,,,
44261,1525.701166,147.32.83.230,10.8.0.117,TCP,52,in,1.341310 ,,,
44262,1525.702474,10.8.0.117,147.32.83.230,TCP,1400,out,0.001308 ,,,
44263,1525.702535,10.8.0.117,147.32.83.230,TCP,1400,out,0.000061 ,,,
44264,1525.702725,10.8.0.117,147.32.83.230,TCP,1400,out,0.000190 ,,,
44265,1525.702788,10.8.0.117,147.32.83.230,TCP,184,out,0.000063 ,,,
44266,1525.703061,147.32.83.230,10.8.0.117,TCP,52,in,0.000273 ,,,
44267,1525.703104,10.8.0.117,147.32.83.230,TCP,1400,out,0.000043 ,,,
44268,1525.70322,147.32.83.230,10.8.0.117,TCP,52,in,0.000116 ,,,
44269,1525.703333,10.8.0.117,147.32.83.230,TCP,1400,out,0.000113 ,,,
44270,1525.703679,10.8.0.117,147.32.83.230,TCP,1400,out,0.000346 ,,,
44271,1525.703729,147.32.83.230,10.8.0.117,TCP,52,in,0.000050 ,,,
44272,1525.703948,147.32.83.230,10.8.0.117,WebSocket,55,in,0.000219 ,,,
44273,1525.704211,10.8.0.117,147.32.83.230,TCP,1400,out,0.000263 ,,,
44274,1525.704424,10.8.0.117,147.32.83.230,TCP,1400,out,0.000213 ,,,
44275,1525.704659,147.32.83.230,10.8.0.117,TCP,52,in,0.000235 ,,,
44276,1525.704699,10.8.0.117,147.32.83.230,TCP,1400,out,0.000040 ,,,
44277,1525.705102,147.32.83.230,10.8.0.117,TCP,52,in,0.000403 ,,,
44278,1525.705121,10.8.0.117,147.32.83.230,TCP,1400,out,0.000019 ,,,
44279,1525.705403,147.32.83.230,10.8.0.117,TCP,52,in,0.000282 ,,,
44280,1525.705427,10.8.0.117,147.32.83.230,TCP,1400,out,0.000024 ,,,
44281,1525.705757,10.8.0.117,147.32.83.230,TCP,1400,out,0.000330 ,,,
44282,1525.706087,10.8.0.117,147.32.83.230,TCP,1400,out,0.000330 ,,,
44283,1525.706322,147.32.83.230,10.8.0.117,TCP,52,in,0.000235 ,,,
44284,1525.706486,10.8.0.117,147.32.83.230,TCP,1400,out,0.000164 ,,,
44285,1525.706554,147.32.83.230,10.8.0.117,TCP,52,in,0.000068 ,,,
44286,1525.70684,10.8.0.117,147.32.83.230,TCP,1400,out,0.000286 ,,,
44287,1525.707235,10.8.0.117,147.32.83.230,TCP,1400,out,0.000395 ,,,
44288,1525.707294,147.32.83.230,10.8.0.117,TCP,52,in,0.000059 ,,,
44289,1525.70742,10.8.0.117,147.32.83.230,TCP,1400,out,0.000126 ,,,
44290,1525.707857,147.32.83.230,10.8.0.117,TCP,52,in,0.000437 ,,,
44291,1525.707881,10.8.0.117,147.32.83.230,TCP,1400,out,0.000024 ,,,
44292,1525.708228,10.8.0.117,147.32.83.230,TCP,1400,out,0.000347 ,,,
44293,1525.708662,10.8.0.117,147.32.83.230,TCP,1400,out,0.000434 ,,,
44294,1525.708735,147.32.83.230,10.8.0.117,TCP,52,in,0.000073 ,,,
44295,1525.708848,10.8.0.117,147.32.83.230,TCP,1400,out,0.000113 ,,,
44296,1525.709277,147.32.83.230,10.8.0.117,TCP,52,in,0.000429 ,,,
44297,1525.70932,10.8.0.117,147.32.83.230,TCP,1400,out,0.000043 ,,,
44298,1525.709583,10.8.0.117,147.32.83.230,TCP,1400,out,0.000263 ,,,
44299,1525.709972,10.8.0.117,147.32.83.230,TCP,1400,out,0.000389 ,,,
44300,1525.710157,147.32.83.230,10.8.0.117,TCP,52,in,0.000185 ,,,
44301,1525.710243,10.8.0.117,147.32.83.230,TCP,1400,out,0.000086 ,,,
44302,1525.710675,147.32.83.230,10.8.0.117,TCP,52,in,0.000432 ,,,
44303,1525.710718,10.8.0.117,147.32.83.230,TCP,1400,out,0.000043 ,,,
44304,1525.710994,10.8.0.117,147.32.83.230,TCP,1400,out,0.000276 ,,,
44305,1525.711369,10.8.0.117,147.32.83.230,TCP,1400,out,0.000375 ,,,
44306,1525.711445,147.32.83.230,10.8.0.117,TCP,52,in,0.000076 ,,,
44307,1525.711681,10.8.0.117,147.32.83.230,TCP,1400,out,0.000236 ,,,
44308,1525.712002,10.8.0.117,147.32.83.230,TCP,1400,out,0.000321 ,,,
44309,1525.712277,147.32.83.230,10.8.0.117,TCP,52,in,0.000275 ,,,
44310,1525.712388,10.8.0.117,147.32.83.230,TCP,1400,out,0.000111 ,,,
44311,1525.712721,10.8.0.117,147.32.83.230,TCP,1400,out,0.000333 ,,,
44312,1525.712822,147.32.83.230,10.8.0.117,TCP,52,in,0.000101 ,,,
44313,1525.712966,10.8.0.117,147.32.83.230,TCP,1400,out,0.000144 ,,,
44314,1525.713346,147.32.83.230,10.8.0.117,TCP,52,in,0.000380 ,,,
44315,1525.713352,10.8.0.117,147.32.83.230,TCP,1400,out,0.000006 ,,,
44316,1525.713629,10.8.0.117,147.32.83.230,TCP,1400,out,0.000277 ,,,
44317,1525.714039,147.32.83.230,10.8.0.117,TCP,52,in,0.000410 ,,,
44318,1525.714077,10.8.0.117,147.32.83.230,TCP,1400,out,0.000038 ,,,
44319,1525.714378,10.8.0.117,147.32.83.230,TCP,1400,out,0.000301 ,,,
44320,1525.714748,147.32.83.230,10.8.0.117,TCP,52,in,0.000370 ,,,
44321,1525.714776,10.8.0.117,147.32.83.230,TCP,1400,out,0.000028 ,,,
44322,1525.715097,10.8.0.117,147.32.83.230,TCP,1400,out,0.000321 ,,,
44323,1525.715514,147.32.83.230,10.8.0.117,TCP,52,in,0.000417 ,,,
44324,1525.715549,10.8.0.117,147.32.83.230,TCP,1400,out,0.000035 ,,,
44325,1525.715826,10.8.0.117,147.32.83.230,TCP,1400,out,0.000277 ,,,
44326,1525.7162,147.32.83.230,10.8.0.117,TCP,52,in,0.000374 ,,,
44327,1525.716235,10.8.0.117,147.32.83.230,TCP,1400,out,0.000035 ,,,
44328,1525.716578,10.8.0.117,147.32.83.230,TCP,1400,out,0.000343 ,,,
44329,1525.716952,147.32.83.230,10.8.0.117,TCP,52,in,0.000374 ,,,
44330,1525.716963,10.8.0.117,147.32.83.230,TCP,1400,out,0.000011 ,,,
44331,1525.717264,10.8.0.117,147.32.83.230,TCP,1400,out,0.000301 ,,,
44332,1525.717639,147.32.83.230,10.8.0.117,TCP,52,in,0.000375 ,,,
44333,1525.717692,10.8.0.117,147.32.83.230,TCP,1400,out,0.000053 ,,,
44334,1525.71802,10.8.0.117,147.32.83.230,TCP,1400,out,0.000328 ,,,
44335,1525.718392,147.32.83.230,10.8.0.117,TCP,52,in,0.000372 ,,,
44336,1525.718422,10.8.0.117,147.32.83.230,TCP,1400,out,0.000030 ,,,
44337,1525.718662,10.8.0.117,147.32.83.230,TCP,1400,out,0.000240 ,,,
44338,1525.719047,147.32.83.230,10.8.0.117,TCP,52,in,0.000385 ,,,
44339,1525.719089,10.8.0.117,147.32.83.230,TCP,1400,out,0.000042 ,,,
44340,1525.719441,10.8.0.117,147.32.83.230,TCP,1400,out,0.000352 ,,,
44341,1525.719792,10.8.0.117,147.32.83.230,TCP,1400,out,0.000351 ,,,
44342,1525.719831,147.32.83.230,10.8.0.117,TCP,52,in,0.000039 ,,,
44343,1525.720147,10.8.0.117,147.32.83.230,TCP,1400,out,0.000316 ,,,
44344,1525.720544,147.32.83.230,10.8.0.117,TCP,52,in,0.000397 ,,,
44345,1525.720581,10.8.0.117,147.32.83.230,TCP,1400,out,0.000037 ,,,
44346,1525.720864,10.8.0.117,147.32.83.230,TCP,1400,out,0.000283 ,,,
44347,1525.721283,147.32.83.230,10.8.0.117,TCP,52,in,0.000419 ,,,
44348,1525.721324,10.8.0.117,147.32.83.230,TCP,1400,out,0.000041 ,,,
44349,1525.721615,10.8.0.117,147.32.83.230,TCP,1400,out,0.000291 ,,,
44350,1525.721982,147.32.83.230,10.8.0.117,TCP,52,in,0.000367 ,,,
44351,1525.722013,10.8.0.117,147.32.83.230,TCP,1400,out,0.000031 ,,,
44352,1525.722265,10.8.0.117,147.32.83.230,TCP,1400,out,0.000252 ,,,
44353,1525.722671,10.8.0.117,147.32.83.230,TCP,1400,out,0.000406 ,,,
44354,1525.722954,147.32.83.230,10.8.0.117,TCP,52,in,0.000283 ,,,
44355,1525.72306,10.8.0.117,147.32.83.230,TCP,1400,out,0.000106 ,,,
44356,1525.723497,10.8.0.117,147.32.83.230,TCP,1400,out,0.000437 ,,,
44357,1525.723573,147.32.83.230,10.8.0.117,TCP,52,in,0.000076 ,,,
44358,1525.723671,10.8.0.117,147.32.83.230,TCP,1400,out,0.000098 ,,,
44359,1525.724019,10.8.0.117,147.32.83.230,TCP,1400,out,0.000348 ,,,
44360,1525.724084,147.32.83.230,10.8.0.117,TCP,52,in,0.000065 ,,,
44361,1525.7242,10.8.0.117,147.32.83.230,TCP,56,out,0.000116 ,,,
44362,1525.724477,147.32.83.230,10.8.0.117,TCP,52,in,0.000277 ,,,
44363,1525.971351,10.8.0.117,147.32.83.230,TCP,52,out,0.246874 ,,,
44364,1525.97173,147.32.83.230,10.8.0.117,TCP,52,in,0.000379 ,,,
44365,1526.467576,10.8.0.117,147.32.83.230,TCP,52,out,0.495846 ,,,
44366,1526.467957,147.32.83.230,10.8.0.117,TCP,52,in,0.000381 ,,,
44367,1527.459296,10.8.0.117,147.32.83.230,TCP,52,out,0.991339 ,,,
44368,1527.459665,147.32.83.230,10.8.0.117,TCP,52,in,0.000369 ,,,
44369,1529.447651,10.8.0.117,147.32.83.230,TCP,52,out,1.987986 ,,,
44370,1529.448036,147.32.83.230,10.8.0.117,TCP,52,in,0.000385 ,,,
44371,1533.423448,10.8.0.117,147.32.83.230,TCP,52,out,3.975412 ,,,
44372,1533.423768,147.32.83.230,10.8.0.117,TCP,52,in,0.000320 ,,,
44373,1536.473962,147.32.83.230,10.8.0.117,TCP,52,in,3.050194 ,,,
44374,1536.475286,10.8.0.117,147.32.83.230,TCP,1400,out,0.001324 ,,,
44375,1536.475347,10.8.0.117,147.32.83.230,TCP,1400,out,0.000061 ,,,
44376,1536.47552,10.8.0.117,147.32.83.230,TCP,1400,out,0.000173 ,,,
44377,1536.475784,10.8.0.117,147.32.83.230,TCP,1400,out,0.000264 ,,,
44378,1536.475971,147.32.83.230,10.8.0.117,TCP,52,in,0.000187 ,,,
44379,1536.476124,10.8.0.117,147.32.83.230,TCP,1400,out,0.000153 ,,,
44380,1536.476341,147.32.83.230,10.8.0.117,TCP,52,in,0.000217 ,,,
44381,1536.476485,10.8.0.117,147.32.83.230,TCP,1400,out,0.000144 ,,,
44382,1536.476667,10.8.0.117,147.32.83.230,TCP,1400,out,0.000182 ,,,
44383,1536.47692,147.32.83.230,10.8.0.117,TCP,52,in,0.000253 ,,,
44384,1536.477023,10.8.0.117,147.32.83.230,TCP,1400,out,0.000103 ,,,
44385,1536.477429,147.32.83.230,10.8.0.117,TCP,52,in,0.000406 ,,,
44386,1536.477469,10.8.0.117,147.32.83.230,TCP,1400,out,0.000040 ,,,
44387,1536.477744,10.8.0.117,147.32.83.230,TCP,1400,out,0.000275 ,,,
44388,1536.478168,147.32.83.230,10.8.0.117,TCP,52,in,0.000424 ,,,
44389,1536.478206,10.8.0.117,147.32.83.230,TCP,1396,out,0.000038 ,,,
44390,1536.478492,10.8.0.117,147.32.83.230,TCP,1400,out,0.000286 ,,,
44391,1536.478927,147.32.83.230,10.8.0.117,TCP,52,in,0.000435 ,,,
44392,1536.478965,10.8.0.117,147.32.83.230,TCP,1400,out,0.000038 ,,,
44393,1536.479283,10.8.0.117,147.32.83.230,TCP,1400,out,0.000318 ,,,
44394,1536.479683,10.8.0.117,147.32.83.230,TCP,1400,out,0.000400 ,,,
44395,1536.479772,147.32.83.230,10.8.0.117,TCP,52,in,0.000089 ,,,
44396,1536.479994,10.8.0.117,147.32.83.230,TCP,1400,out,0.000222 ,,,
44397,1536.480388,10.8.0.117,147.32.83.230,TCP,1400,out,0.000394 ,,,
44398,1536.480449,147.32.83.230,10.8.0.117,TCP,52,in,0.000061 ,,,
44399,1536.480568,10.8.0.117,147.32.83.230,TCP,1400,out,0.000119 ,,,
44400,1536.481025,147.32.83.230,10.8.0.117,TCP,52,in,0.000457 ,,,
44401,1536.481068,10.8.0.117,147.32.83.230,TCP,1400,out,0.000043 ,,,
44402,1536.481449,10.8.0.117,147.32.83.230,TCP,1400,out,0.000381 ,,,
44403,1536.481868,10.8.0.117,147.32.83.230,TCP,1400,out,0.000419 ,,,
44404,1536.482142,147.32.83.230,10.8.0.117,TCP,52,in,0.000274 ,,,
44405,1536.482264,10.8.0.117,147.32.83.230,TCP,1400,out,0.000122 ,,,
44406,1536.482548,10.8.0.117,147.32.83.230,TCP,1400,out,0.000284 ,,,
44407,1536.482786,147.32.83.230,10.8.0.117,TCP,52,in,0.000238 ,,,
44408,1536.482901,10.8.0.117,147.32.83.230,TCP,1400,out,0.000115 ,,,
44409,1536.483267,10.8.0.117,147.32.83.230,TCP,1400,out,0.000366 ,,,
44410,1536.483441,147.32.83.230,10.8.0.117,TCP,52,in,0.000174 ,,,
44411,1536.483619,10.8.0.117,147.32.83.230,TCP,1400,out,0.000178 ,,,
44412,1536.4838,10.8.0.117,147.32.83.230,TCP,1400,out,0.000181 ,,,
44413,1536.484133,147.32.83.230,10.8.0.117,TCP,52,in,0.000333 ,,,
44414,1536.484172,10.8.0.117,147.32.83.230,TCP,1400,out,0.000039 ,,,
44415,1536.484513,10.8.0.117,147.32.83.230,TCP,1400,out,0.000341 ,,,
44416,1536.484571,147.32.83.230,10.8.0.117,TCP,52,in,0.000058 ,,,
44417,1536.484916,10.8.0.117,147.32.83.230,TCP,1400,out,0.000345 ,,,
44418,1536.485336,147.32.83.230,10.8.0.117,TCP,52,in,0.000420 ,,,
44419,1536.485372,10.8.0.117,147.32.83.230,TCP,1400,out,0.000036 ,,,
44420,1536.485618,10.8.0.117,147.32.83.230,TCP,1400,out,0.000246 ,,,
44421,1536.486048,147.32.83.230,10.8.0.117,TCP,52,in,0.000430 ,,,
44422,1536.486086,10.8.0.117,147.32.83.230,TCP,1400,out,0.000038 ,,,
44423,1536.486398,10.8.0.117,147.32.83.230,TCP,1400,out,0.000312 ,,,
44424,1536.486804,147.32.83.230,10.8.0.117,TCP,52,in,0.000406 ,,,
44425,1536.486844,10.8.0.117,147.32.83.230,TCP,1400,out,0.000040 ,,,
44426,1536.487137,10.8.0.117,147.32.83.230,TCP,1400,out,0.000293 ,,,
44427,1536.487545,147.32.83.230,10.8.0.117,TCP,52,in,0.000408 ,,,
44428,1536.487582,10.8.0.117,147.32.83.230,TCP,1400,out,0.000037 ,,,
44429,1536.487848,10.8.0.117,147.32.83.230,TCP,1400,out,0.000266 ,,,
44430,1536.488261,147.32.83.230,10.8.0.117,TCP,52,in,0.000413 ,,,
44431,1536.488298,10.8.0.117,147.32.83.230,TCP,1400,out,0.000037 ,,,
44432,1536.488564,10.8.0.117,147.32.83.230,TCP,1400,out,0.000266 ,,,
44433,1536.488993,147.32.83.230,10.8.0.117,TCP,52,in,0.000429 ,,,
44434,1536.489033,10.8.0.117,147.32.83.230,TCP,1400,out,0.000040 ,,,
44435,1536.489356,10.8.0.117,147.32.83.230,TCP,1400,out,0.000323 ,,,
44436,1536.489732,147.32.83.230,10.8.0.117,TCP,52,in,0.000376 ,,,
44437,1536.489764,10.8.0.117,147.32.83.230,TCP,1400,out,0.000032 ,,,
44438,1536.490161,10.8.0.117,147.32.83.230,TCP,1400,out,0.000397 ,,,
44439,1536.490549,147.32.83.230,10.8.0.117,TCP,52,in,0.000388 ,,,
44440,1536.490589,10.8.0.117,147.32.83.230,TCP,1400,out,0.000040 ,,,
44441,1536.490833,10.8.0.117,147.32.83.230,TCP,1400,out,0.000244 ,,,
44442,1536.491225,147.32.83.230,10.8.0.117,TCP,52,in,0.000392 ,,,
44443,1536.49127,10.8.0.117,147.32.83.230,TCP,1400,out,0.000045 ,,,
44444,1536.491704,10.8.0.117,147.32.83.230,TCP,1400,out,0.000434 ,,,
44445,1536.491902,10.8.0.117,147.32.83.230,TCP,1400,out,0.000198 ,,,
44446,1536.49209,147.32.83.230,10.8.0.117,TCP,52,in,0.000188 ,,,
44447,1536.492128,10.8.0.117,147.32.83.230,TCP,1400,out,0.000038 ,,,
44448,1536.492373,10.8.0.117,147.32.83.230,TCP,1400,out,0.000245 ,,,
44449,1536.492686,147.32.83.230,10.8.0.117,TCP,52,in,0.000313 ,,,
44450,1536.492806,10.8.0.117,147.32.83.230,TCP,1400,out,0.000120 ,,,
44451,1536.493259,10.8.0.117,147.32.83.230,TCP,1400,out,0.000453 ,,,
44452,1536.49335,147.32.83.230,10.8.0.117,TCP,52,in,0.000091 ,,,
44453,1536.493546,10.8.0.117,147.32.83.230,TCP,1400,out,0.000196 ,,,
44454,1536.493848,10.8.0.117,147.32.83.230,TCP,1300,out,0.000302 ,,,
44455,1536.494012,147.32.83.230,10.8.0.117,TCP,52,in,0.000164 ,,,
44456,1536.703454,147.32.83.230,10.8.0.117,TCP,52,in,0.209442 ,,,
44457,1536.947794,10.8.0.117,147.32.83.230,TCP,52,out,0.244340 ,,,
44458,1536.948187,147.32.83.230,10.8.0.117,TCP,52,in,0.000393 ,,,
44459,1537.435499,10.8.0.117,147.32.83.230,TCP,52,out,0.487312 ,,,
44460,1537.435913,147.32.83.230,10.8.0.117,TCP,52,in,0.000414 ,,,
44461,1538.411576,10.8.0.117,147.32.83.230,TCP,52,out,0.975663 ,,,
44462,1538.411935,147.32.83.230,10.8.0.117,TCP,52,in,0.000359 ,,,
44463,1540.367902,10.8.0.117,147.32.83.230,TCP,52,out,1.955967 ,,,
44464,1540.368331,147.32.83.230,10.8.0.117,TCP,52,in,0.000429 ,,,
44465,1544.279426,10.8.0.117,147.32.83.230,TCP,52,out,3.911095 ,,,
44466,1544.27985,147.32.83.230,10.8.0.117,TCP,52,in,0.000424 ,,,
44467,1546.154877,147.32.83.230,10.8.0.117,TCP,52,in,1.875027 ,,,
44468,1546.156311,10.8.0.117,147.32.83.230,TCP,1400,out,0.001434 ,,,
44469,1546.156376,10.8.0.117,147.32.83.230,TCP,1400,out,0.000065 ,,,
44470,1546.156528,10.8.0.117,147.32.83.230,TCP,1400,out,0.000152 ,,,
44471,1546.156946,147.32.83.230,10.8.0.117,TCP,52,in,0.000418 ,,,
44472,1546.157081,10.8.0.117,147.32.83.230,TCP,1400,out,0.000135 ,,,
44473,1546.157255,10.8.0.117,147.32.83.230,TCP,152,out,0.000174 ,,,
44474,1546.157439,10.8.0.117,147.32.83.230,TCP,1400,out,0.000184 ,,,
44475,1546.15779,147.32.83.230,10.8.0.117,TCP,52,in,0.000351 ,,,
44476,1546.157888,10.8.0.117,147.32.83.230,TCP,1400,out,0.000098 ,,,
44477,1546.15817,10.8.0.117,147.32.83.230,TCP,1400,out,0.000282 ,,,
44478,1546.158324,147.32.83.230,10.8.0.117,TCP,52,in,0.000154 ,,,
44479,1546.158415,10.8.0.117,147.32.83.230,TCP,1400,out,0.000091 ,,,
44480,1546.158658,10.8.0.117,147.32.83.230,TCP,1400,out,0.000243 ,,,
44481,1546.158932,147.32.83.230,10.8.0.117,TCP,52,in,0.000274 ,,,
44482,1546.159002,10.8.0.117,147.32.83.230,TCP,1400,out,0.000070 ,,,
44483,1546.159358,147.32.83.230,10.8.0.117,TCP,52,in,0.000356 ,,,
44484,1546.159392,10.8.0.117,147.32.83.230,TCP,1400,out,0.000034 ,,,
44485,1546.159651,10.8.0.117,147.32.83.230,TCP,1400,out,0.000259 ,,,
44486,1546.160052,147.32.83.230,10.8.0.117,TCP,52,in,0.000401 ,,,
44487,1546.160093,10.8.0.117,147.32.83.230,TCP,1400,out,0.000041 ,,,
44488,1546.160452,10.8.0.117,147.32.83.230,TCP,1400,out,0.000359 ,,,
44489,1546.160978,147.32.83.230,10.8.0.117,TCP,52,in,0.000526 ,,,
44490,1546.161017,10.8.0.117,147.32.83.230,TCP,1400,out,0.000039 ,,,
44491,1546.161111,10.8.0.117,147.32.83.230,TCP,1400,out,0.000094 ,,,
44492,1546.161599,147.32.83.230,10.8.0.117,TCP,52,in,0.000488 ,,,
44493,1546.161685,10.8.0.117,147.32.83.230,TCP,1400,out,0.000086 ,,,
44494,1546.161947,10.8.0.117,147.32.83.230,TCP,1400,out,0.000262 ,,,
44495,1546.162281,10.8.0.117,147.32.83.230,TCP,1400,out,0.000334 ,,,
44496,1546.162347,147.32.83.230,10.8.0.117,TCP,52,in,0.000066 ,,,
44497,1546.16266,10.8.0.117,147.32.83.230,TCP,1400,out,0.000313 ,,,
44498,1546.163091,147.32.83.230,10.8.0.117,TCP,52,in,0.000431 ,,,
44499,1546.163122,10.8.0.117,147.32.83.230,TCP,1400,out,0.000031 ,,,
44500,1546.163373,10.8.0.117,147.32.83.230,TCP,1400,out,0.000251 ,,,
44501,1546.163804,147.32.83.230,10.8.0.117,TCP,52,in,0.000431 ,,,
44502,1546.163843,10.8.0.117,147.32.83.230,TCP,1400,out,0.000039 ,,,
44503,1546.16414,10.8.0.117,147.32.83.230,TCP,1400,out,0.000297 ,,,
44504,1546.164689,147.32.83.230,10.8.0.117,TCP,52,in,0.000549 ,,,
44505,1546.164728,10.8.0.117,147.32.83.230,TCP,1400,out,0.000039 ,,,
44506,1546.16497,10.8.0.117,147.32.83.230,TCP,1400,out,0.000242 ,,,
44507,1546.165272,10.8.0.117,147.32.83.230,TCP,1400,out,0.000302 ,,,
44508,1546.165545,147.32.83.230,10.8.0.117,TCP,52,in,0.000273 ,,,
44509,1546.165699,10.8.0.117,147.32.83.230,TCP,1400,out,0.000154 ,,,
44510,1546.166223,147.32.83.230,10.8.0.117,TCP,52,in,0.000524 ,,,
44511,1546.166261,10.8.0.117,147.32.83.230,TCP,1400,out,0.000038 ,,,
44512,1546.166385,10.8.0.117,147.32.83.230,TCP,1400,out,0.000124 ,,,
44513,1546.16673,10.8.0.117,147.32.83.230,TCP,1400,out,0.000345 ,,,
44514,1546.166935,147.32.83.230,10.8.0.117,TCP,52,in,0.000205 ,,,
44515,1546.167113,10.8.0.117,147.32.83.230,TCP,1400,out,0.000178 ,,,
44516,1546.167332,10.8.0.117,147.32.83.230,TCP,1400,out,0.000219 ,,,
44517,1546.167561,147.32.83.230,10.8.0.117,TCP,52,in,0.000229 ,,,
44518,1546.167601,10.8.0.117,147.32.83.230,TCP,1400,out,0.000040 ,,,
44519,1546.167996,147.32.83.230,10.8.0.117,TCP,52,in,0.000395 ,,,
44520,1546.168029,10.8.0.117,147.32.83.230,TCP,1400,out,0.000033 ,,,
44521,1546.168314,10.8.0.117,147.32.83.230,TCP,1400,out,0.000285 ,,,
44522,1546.168714,147.32.83.230,10.8.0.117,TCP,52,in,0.000400 ,,,
44523,1546.168744,10.8.0.117,147.32.83.230,TCP,1400,out,0.000030 ,,,
44524,1546.169107,10.8.0.117,147.32.83.230,TCP,1400,out,0.000363 ,,,
44525,1546.169507,147.32.83.230,10.8.0.117,TCP,52,in,0.000400 ,,,
44526,1546.169545,10.8.0.117,147.32.83.230,TCP,1400,out,0.000038 ,,,
44527,1546.17003,10.8.0.117,147.32.83.230,TCP,1400,out,0.000485 ,,,
44528,1546.170387,10.8.0.117,147.32.83.230,TCP,1400,out,0.000357 ,,,
44529,1546.170458,147.32.83.230,10.8.0.117,TCP,52,in,0.000071 ,,,
44530,1546.170624,10.8.0.117,147.32.83.230,TCP,1400,out,0.000166 ,,,
